Emotion,File_Path
Disgust,data/Crema/1035_IWL_DIS_XX.wav
Fear,data/Crema/1035_IWL_FEA_XX.wav
Happy,data/Crema/1035_IWL_HAP_XX.wav
Neutral,data/Crema/1035_IWL_NEU_XX.wav
Sad,data/Crema/1035_IWL_SAD_XX.wav
Angry,data/Crema/1035_IWW_ANG_XX.wav
Disgust,data/Crema/1035_IWW_DIS_XX.wav
Fear,data/Crema/1035_IWW_FEA_XX.wav
Happy,data/Crema/1035_IWW_HAP_XX.wav
Neutral,data/Crema/1035_IWW_NEU_XX.wav
Sad,data/Crema/1035_IWW_SAD_XX.wav
Angry,data/Crema/1035_MTI_ANG_XX.wav
Disgust,data/Crema/1035_MTI_DIS_XX.wav
Fear,data/Crema/1035_MTI_FEA_XX.wav
Happy,data/Crema/1035_MTI_HAP_XX.wav
Neutral,data/Crema/1035_MTI_NEU_XX.wav
Sad,data/Crema/1035_MTI_SAD_XX.wav
Angry,data/Crema/1035_TAI_ANG_XX.wav
Disgust,data/Crema/1035_TAI_DIS_XX.wav
Fear,data/Crema/1035_TAI_FEA_XX.wav
Happy,data/Crema/1035_TAI_HAP_XX.wav
Neutral,data/Crema/1035_TAI_NEU_XX.wav
Sad,data/Crema/1035_TAI_SAD_XX.wav
Angry,data/Crema/1035_TIE_ANG_XX.wav
Disgust,data/Crema/1035_TIE_DIS_XX.wav
Fear,data/Crema/1035_TIE_FEA_XX.wav
Happy,data/Crema/1035_TIE_HAP_XX.wav
Neutral,data/Crema/1035_TIE_NEU_XX.wav
Sad,data/Crema/1035_TIE_SAD_XX.wav
Angry,data/Crema/1035_TSI_ANG_XX.wav
Disgust,data/Crema/1035_TSI_DIS_XX.wav
Fear,data/Crema/1035_TSI_FEA_XX.wav
Happy,data/Crema/1035_TSI_HAP_XX.wav
Neutral,data/Crema/1035_TSI_NEU_XX.wav
Sad,data/Crema/1035_TSI_SAD_XX.wav
Angry,data/Crema/1035_WSI_ANG_XX.wav
Disgust,data/Crema/1035_WSI_DIS_XX.wav
Fear,data/Crema/1035_WSI_FEA_XX.wav
Happy,data/Crema/1035_WSI_HAP_XX.wav
Neutral,data/Crema/1035_WSI_NEU_XX.wav
Sad,data/Crema/1035_WSI_SAD_XX.wav
Angry,data/Crema/1036_DFA_ANG_XX.wav
Disgust,data/Crema/1036_DFA_DIS_XX.wav
Fear,data/Crema/1036_DFA_FEA_XX.wav
Happy,data/Crema/1036_DFA_HAP_XX.wav
Neutral,data/Crema/1036_DFA_NEU_XX.wav
Sad,data/Crema/1036_DFA_SAD_XX.wav
Angry,data/Crema/1036_IEO_ANG_HI.wav
Angry,data/Crema/1036_IEO_ANG_LO.wav
Angry,data/Crema/1036_IEO_ANG_MD.wav
Disgust,data/Crema/1036_IEO_DIS_HI.wav
Disgust,data/Crema/1036_IEO_DIS_LO.wav
Disgust,data/Crema/1036_IEO_DIS_MD.wav
Fear,data/Crema/1036_IEO_FEA_HI.wav
Fear,data/Crema/1036_IEO_FEA_LO.wav
Fear,data/Crema/1036_IEO_FEA_MD.wav
Happy,data/Crema/1036_IEO_HAP_HI.wav
Happy,data/Crema/1036_IEO_HAP_LO.wav
Happy,data/Crema/1036_IEO_HAP_MD.wav
Neutral,data/Crema/1036_IEO_NEU_XX.wav
Sad,data/Crema/1036_IEO_SAD_HI.wav
Sad,data/Crema/1036_IEO_SAD_LO.wav
Sad,data/Crema/1036_IEO_SAD_MD.wav
Angry,data/Crema/1036_IOM_ANG_XX.wav
Disgust,data/Crema/1036_IOM_DIS_XX.wav
Fear,data/Crema/1036_IOM_FEA_XX.wav
Happy,data/Crema/1036_IOM_HAP_XX.wav
Neutral,data/Crema/1036_IOM_NEU_XX.wav
Sad,data/Crema/1036_IOM_SAD_XX.wav
Angry,data/Crema/1036_ITH_ANG_XX.wav
Disgust,data/Crema/1036_ITH_DIS_XX.wav
Fear,data/Crema/1036_ITH_FEA_XX.wav
Happy,data/Crema/1036_ITH_HAP_XX.wav
Neutral,data/Crema/1036_ITH_NEU_XX.wav
Sad,data/Crema/1036_ITH_SAD_XX.wav
Angry,data/Crema/1036_ITS_ANG_XX.wav
Disgust,data/Crema/1036_ITS_DIS_XX.wav
Fear,data/Crema/1036_ITS_FEA_XX.wav
Happy,data/Crema/1036_ITS_HAP_XX.wav
Neutral,data/Crema/1036_ITS_NEU_XX.wav
Sad,data/Crema/1036_ITS_SAD_XX.wav
Angry,data/Crema/1036_IWL_ANG_XX.wav
Disgust,data/Crema/1036_IWL_DIS_XX.wav
Fear,data/Crema/1036_IWL_FEA_XX.wav
Happy,data/Crema/1036_IWL_HAP_XX.wav
Neutral,data/Crema/1036_IWL_NEU_XX.wav
Sad,data/Crema/1036_IWL_SAD_XX.wav
Angry,data/Crema/1036_IWW_ANG_XX.wav
Disgust,data/Crema/1036_IWW_DIS_XX.wav
Fear,data/Crema/1036_IWW_FEA_XX.wav
Happy,data/Crema/1036_IWW_HAP_XX.wav
Neutral,data/Crema/1036_IWW_NEU_XX.wav
Sad,data/Crema/1036_IWW_SAD_XX.wav
Angry,data/Crema/1036_MTI_ANG_XX.wav
Disgust,data/Crema/1036_MTI_DIS_XX.wav
Fear,data/Crema/1036_MTI_FEA_XX.wav
Happy,data/Crema/1036_MTI_HAP_XX.wav
Neutral,data/Crema/1036_MTI_NEU_XX.wav
Sad,data/Crema/1036_MTI_SAD_XX.wav
Angry,data/Crema/1036_TAI_ANG_XX.wav
Disgust,data/Crema/1036_TAI_DIS_XX.wav
Fear,data/Crema/1036_TAI_FEA_XX.wav
Happy,data/Crema/1036_TAI_HAP_XX.wav
Neutral,data/Crema/1036_TAI_NEU_XX.wav
Sad,data/Crema/1036_TAI_SAD_XX.wav
Angry,data/Crema/1036_TIE_ANG_XX.wav
Disgust,data/Crema/1036_TIE_DIS_XX.wav
Fear,data/Crema/1036_TIE_FEA_XX.wav
Happy,data/Crema/1036_TIE_HAP_XX.wav
Neutral,data/Crema/1036_TIE_NEU_XX.wav
Sad,data/Crema/1036_TIE_SAD_XX.wav
Angry,data/Crema/1036_TSI_ANG_XX.wav
Disgust,data/Crema/1036_TSI_DIS_XX.wav
Fear,data/Crema/1036_TSI_FEA_XX.wav
Happy,data/Crema/1036_TSI_HAP_XX.wav
Neutral,data/Crema/1036_TSI_NEU_XX.wav
Sad,data/Crema/1036_TSI_SAD_XX.wav
Angry,data/Crema/1036_WSI_ANG_XX.wav
Disgust,data/Crema/1036_WSI_DIS_XX.wav
Fear,data/Crema/1036_WSI_FEA_XX.wav
Happy,data/Crema/1036_WSI_HAP_XX.wav
Neutral,data/Crema/1036_WSI_NEU_XX.wav
Sad,data/Crema/1036_WSI_SAD_XX.wav
Angry,data/Crema/1037_DFA_ANG_XX.wav
Disgust,data/Crema/1037_DFA_DIS_XX.wav
Fear,data/Crema/1037_DFA_FEA_XX.wav
Happy,data/Crema/1037_DFA_HAP_XX.wav
Neutral,data/Crema/1037_DFA_NEU_XX.wav
Sad,data/Crema/1037_DFA_SAD_XX.wav
Angry,data/Crema/1037_IEO_ANG_HI.wav
Angry,data/Crema/1037_IEO_ANG_LO.wav
Angry,data/Crema/1037_IEO_ANG_MD.wav
Disgust,data/Crema/1037_IEO_DIS_HI.wav
Disgust,data/Crema/1037_IEO_DIS_LO.wav
Disgust,data/Crema/1037_IEO_DIS_MD.wav
Fear,data/Crema/1037_IEO_FEA_HI.wav
Fear,data/Crema/1037_IEO_FEA_LO.wav
Fear,data/Crema/1037_IEO_FEA_MD.wav
Happy,data/Crema/1037_IEO_HAP_HI.wav
Happy,data/Crema/1037_IEO_HAP_LO.wav
Happy,data/Crema/1037_IEO_HAP_MD.wav
Neutral,data/Crema/1037_IEO_NEU_XX.wav
Sad,data/Crema/1037_IEO_SAD_HI.wav
Sad,data/Crema/1037_IEO_SAD_LO.wav
Sad,data/Crema/1037_IEO_SAD_MD.wav
Angry,data/Crema/1037_IOM_ANG_XX.wav
Disgust,data/Crema/1037_IOM_DIS_XX.wav
Fear,data/Crema/1037_IOM_FEA_XX.wav
Happy,data/Crema/1037_IOM_HAP_XX.wav
Neutral,data/Crema/1037_IOM_NEU_XX.wav
Sad,data/Crema/1037_IOM_SAD_XX.wav
Angry,data/Crema/1037_ITH_ANG_XX.wav
Disgust,data/Crema/1037_ITH_DIS_XX.wav
Fear,data/Crema/1037_ITH_FEA_XX.wav
Happy,data/Crema/1037_ITH_HAP_XX.wav
Neutral,data/Crema/1037_ITH_NEU_XX.wav
Sad,data/Crema/1037_ITH_SAD_XX.wav
Angry,data/Crema/1037_ITS_ANG_XX.wav
Disgust,data/Crema/1037_ITS_DIS_XX.wav
Fear,data/Crema/1037_ITS_FEA_XX.wav
Happy,data/Crema/1037_ITS_HAP_XX.wav
Neutral,data/Crema/1037_ITS_NEU_XX.wav
Sad,data/Crema/1037_ITS_SAD_XX.wav
Angry,data/Crema/1037_IWL_ANG_XX.wav
Disgust,data/Crema/1037_IWL_DIS_XX.wav
Fear,data/Crema/1037_IWL_FEA_XX.wav
Happy,data/Crema/1037_IWL_HAP_XX.wav
Neutral,data/Crema/1037_IWL_NEU_XX.wav
Sad,data/Crema/1037_IWL_SAD_XX.wav
Angry,data/Crema/1037_IWW_ANG_XX.wav
Disgust,data/Crema/1037_IWW_DIS_XX.wav
Fear,data/Crema/1037_IWW_FEA_XX.wav
Happy,data/Crema/1037_IWW_HAP_XX.wav
Neutral,data/Crema/1037_IWW_NEU_XX.wav
Sad,data/Crema/1037_IWW_SAD_XX.wav
Angry,data/Crema/1037_MTI_ANG_XX.wav
Disgust,data/Crema/1037_MTI_DIS_XX.wav
Fear,data/Crema/1037_MTI_FEA_XX.wav
Happy,data/Crema/1037_MTI_HAP_XX.wav
Neutral,data/Crema/1037_MTI_NEU_XX.wav
Sad,data/Crema/1037_MTI_SAD_XX.wav
Angry,data/Crema/1037_TAI_ANG_XX.wav
Disgust,data/Crema/1037_TAI_DIS_XX.wav
Fear,data/Crema/1037_TAI_FEA_XX.wav
Happy,data/Crema/1037_TAI_HAP_XX.wav
Neutral,data/Crema/1037_TAI_NEU_XX.wav
Sad,data/Crema/1037_TAI_SAD_XX.wav
Angry,data/Crema/1037_TIE_ANG_XX.wav
Disgust,data/Crema/1037_TIE_DIS_XX.wav
Fear,data/Crema/1037_TIE_FEA_XX.wav
Happy,data/Crema/1037_TIE_HAP_XX.wav
Neutral,data/Crema/1037_TIE_NEU_XX.wav
Sad,data/Crema/1037_TIE_SAD_XX.wav
Angry,data/Crema/1037_TSI_ANG_XX.wav
Disgust,data/Crema/1037_TSI_DIS_XX.wav
Fear,data/Crema/1037_TSI_FEA_XX.wav
Happy,data/Crema/1037_TSI_HAP_XX.wav
Neutral,data/Crema/1037_TSI_NEU_XX.wav
Sad,data/Crema/1037_TSI_SAD_XX.wav
Angry,data/Crema/1037_WSI_ANG_XX.wav
Disgust,data/Crema/1037_WSI_DIS_XX.wav
Fear,data/Crema/1037_WSI_FEA_XX.wav
Happy,data/Crema/1037_WSI_HAP_XX.wav
Neutral,data/Crema/1037_WSI_NEU_XX.wav
Sad,data/Crema/1037_WSI_SAD_XX.wav
Angry,data/Crema/1038_DFA_ANG_XX.wav
Disgust,data/Crema/1038_DFA_DIS_XX.wav
Fear,data/Crema/1038_DFA_FEA_XX.wav
Happy,data/Crema/1038_DFA_HAP_XX.wav
Neutral,data/Crema/1038_DFA_NEU_XX.wav
Sad,data/Crema/1038_DFA_SAD_XX.wav
Angry,data/Crema/1038_IEO_ANG_HI.wav
Angry,data/Crema/1038_IEO_ANG_LO.wav
Angry,data/Crema/1038_IEO_ANG_MD.wav
Disgust,data/Crema/1038_IEO_DIS_HI.wav
Disgust,data/Crema/1038_IEO_DIS_LO.wav
Disgust,data/Crema/1038_IEO_DIS_MD.wav
Fear,data/Crema/1038_IEO_FEA_HI.wav
Fear,data/Crema/1038_IEO_FEA_LO.wav
Fear,data/Crema/1038_IEO_FEA_MD.wav
Happy,data/Crema/1038_IEO_HAP_HI.wav
Happy,data/Crema/1038_IEO_HAP_LO.wav
Happy,data/Crema/1038_IEO_HAP_MD.wav
Neutral,data/Crema/1038_IEO_NEU_XX.wav
Sad,data/Crema/1038_IEO_SAD_HI.wav
Sad,data/Crema/1038_IEO_SAD_LO.wav
Sad,data/Crema/1038_IEO_SAD_MD.wav
Angry,data/Crema/1038_IOM_ANG_XX.wav
Disgust,data/Crema/1038_IOM_DIS_XX.wav
Fear,data/Crema/1038_IOM_FEA_XX.wav
Happy,data/Crema/1038_IOM_HAP_XX.wav
Neutral,data/Crema/1038_IOM_NEU_XX.wav
Sad,data/Crema/1038_IOM_SAD_XX.wav
Angry,data/Crema/1038_ITH_ANG_XX.wav
Disgust,data/Crema/1038_ITH_DIS_XX.wav
Fear,data/Crema/1038_ITH_FEA_XX.wav
Happy,data/Crema/1038_ITH_HAP_XX.wav
Neutral,data/Crema/1038_ITH_NEU_XX.wav
Sad,data/Crema/1038_ITH_SAD_XX.wav
Angry,data/Crema/1038_ITS_ANG_XX.wav
Disgust,data/Crema/1038_ITS_DIS_XX.wav
Fear,data/Crema/1038_ITS_FEA_XX.wav
Happy,data/Crema/1038_ITS_HAP_XX.wav
Neutral,data/Crema/1038_ITS_NEU_XX.wav
Sad,data/Crema/1038_ITS_SAD_XX.wav
Angry,data/Crema/1038_IWL_ANG_XX.wav
Disgust,data/Crema/1038_IWL_DIS_XX.wav
Fear,data/Crema/1038_IWL_FEA_XX.wav
Happy,data/Crema/1038_IWL_HAP_XX.wav
Neutral,data/Crema/1038_IWL_NEU_XX.wav
Sad,data/Crema/1038_IWL_SAD_XX.wav
Angry,data/Crema/1038_IWW_ANG_XX.wav
Disgust,data/Crema/1038_IWW_DIS_XX.wav
Fear,data/Crema/1038_IWW_FEA_XX.wav
Happy,data/Crema/1038_IWW_HAP_XX.wav
Neutral,data/Crema/1038_IWW_NEU_XX.wav
Sad,data/Crema/1038_IWW_SAD_XX.wav
Angry,data/Crema/1038_MTI_ANG_XX.wav
Disgust,data/Crema/1038_MTI_DIS_XX.wav
Fear,data/Crema/1038_MTI_FEA_XX.wav
Happy,data/Crema/1038_MTI_HAP_XX.wav
Neutral,data/Crema/1038_MTI_NEU_XX.wav
Sad,data/Crema/1038_MTI_SAD_XX.wav
Angry,data/Crema/1038_TAI_ANG_XX.wav
Disgust,data/Crema/1038_TAI_DIS_XX.wav
Fear,data/Crema/1038_TAI_FEA_XX.wav
Happy,data/Crema/1038_TAI_HAP_XX.wav
Neutral,data/Crema/1038_TAI_NEU_XX.wav
Sad,data/Crema/1038_TAI_SAD_XX.wav
Angry,data/Crema/1038_TIE_ANG_XX.wav
Disgust,data/Crema/1038_TIE_DIS_XX.wav
Fear,data/Crema/1038_TIE_FEA_XX.wav
Happy,data/Crema/1038_TIE_HAP_XX.wav
Neutral,data/Crema/1038_TIE_NEU_XX.wav
Sad,data/Crema/1038_TIE_SAD_XX.wav
Angry,data/Crema/1038_TSI_ANG_XX.wav
Disgust,data/Crema/1038_TSI_DIS_XX.wav
Fear,data/Crema/1038_TSI_FEA_XX.wav
Happy,data/Crema/1038_TSI_HAP_XX.wav
Neutral,data/Crema/1038_TSI_NEU_XX.wav
Sad,data/Crema/1038_TSI_SAD_XX.wav
Angry,data/Crema/1038_WSI_ANG_XX.wav
Disgust,data/Crema/1038_WSI_DIS_XX.wav
Fear,data/Crema/1038_WSI_FEA_XX.wav
Happy,data/Crema/1038_WSI_HAP_XX.wav
Neutral,data/Crema/1038_WSI_NEU_XX.wav
Sad,data/Crema/1038_WSI_SAD_XX.wav
Angry,data/Crema/1039_DFA_ANG_XX.wav
Disgust,data/Crema/1039_DFA_DIS_XX.wav
Fear,data/Crema/1039_DFA_FEA_XX.wav
Happy,data/Crema/1039_DFA_HAP_XX.wav
Neutral,data/Crema/1039_DFA_NEU_XX.wav
Sad,data/Crema/1039_DFA_SAD_XX.wav
Angry,data/Crema/1039_IEO_ANG_HI.wav
Angry,data/Crema/1039_IEO_ANG_LO.wav
Angry,data/Crema/1039_IEO_ANG_MD.wav
Disgust,data/Crema/1039_IEO_DIS_HI.wav
Disgust,data/Crema/1039_IEO_DIS_LO.wav
Disgust,data/Crema/1039_IEO_DIS_MD.wav
Fear,data/Crema/1039_IEO_FEA_HI.wav
Fear,data/Crema/1039_IEO_FEA_LO.wav
Fear,data/Crema/1039_IEO_FEA_MD.wav
Happy,data/Crema/1039_IEO_HAP_HI.wav
Happy,data/Crema/1039_IEO_HAP_LO.wav
Happy,data/Crema/1039_IEO_HAP_MD.wav
Neutral,data/Crema/1039_IEO_NEU_XX.wav
Sad,data/Crema/1039_IEO_SAD_HI.wav
Sad,data/Crema/1039_IEO_SAD_LO.wav
Sad,data/Crema/1039_IEO_SAD_MD.wav
Angry,data/Crema/1039_IOM_ANG_XX.wav
Disgust,data/Crema/1039_IOM_DIS_XX.wav
Fear,data/Crema/1039_IOM_FEA_XX.wav
Happy,data/Crema/1039_IOM_HAP_XX.wav
Neutral,data/Crema/1039_IOM_NEU_XX.wav
Sad,data/Crema/1039_IOM_SAD_XX.wav
Angry,data/Crema/1039_ITH_ANG_XX.wav
Disgust,data/Crema/1039_ITH_DIS_XX.wav
Fear,data/Crema/1039_ITH_FEA_XX.wav
Happy,data/Crema/1039_ITH_HAP_XX.wav
Neutral,data/Crema/1039_ITH_NEU_XX.wav
Sad,data/Crema/1039_ITH_SAD_XX.wav
Angry,data/Crema/1039_ITS_ANG_XX.wav
Disgust,data/Crema/1039_ITS_DIS_XX.wav
Fear,data/Crema/1039_ITS_FEA_XX.wav
Happy,data/Crema/1039_ITS_HAP_XX.wav
Neutral,data/Crema/1039_ITS_NEU_XX.wav
Sad,data/Crema/1039_ITS_SAD_XX.wav
Angry,data/Crema/1039_IWL_ANG_XX.wav
Disgust,data/Crema/1039_IWL_DIS_XX.wav
Fear,data/Crema/1039_IWL_FEA_XX.wav
Happy,data/Crema/1039_IWL_HAP_XX.wav
Neutral,data/Crema/1039_IWL_NEU_XX.wav
Sad,data/Crema/1039_IWL_SAD_XX.wav
Angry,data/Crema/1039_IWW_ANG_XX.wav
Disgust,data/Crema/1039_IWW_DIS_XX.wav
Fear,data/Crema/1039_IWW_FEA_XX.wav
Happy,data/Crema/1039_IWW_HAP_XX.wav
Neutral,data/Crema/1039_IWW_NEU_XX.wav
Sad,data/Crema/1039_IWW_SAD_XX.wav
Angry,data/Crema/1039_MTI_ANG_XX.wav
Disgust,data/Crema/1039_MTI_DIS_XX.wav
Fear,data/Crema/1039_MTI_FEA_XX.wav
Happy,data/Crema/1039_MTI_HAP_XX.wav
Neutral,data/Crema/1039_MTI_NEU_XX.wav
Sad,data/Crema/1039_MTI_SAD_XX.wav
Angry,data/Crema/1039_TAI_ANG_XX.wav
Disgust,data/Crema/1039_TAI_DIS_XX.wav
Fear,data/Crema/1039_TAI_FEA_XX.wav
Happy,data/Crema/1039_TAI_HAP_XX.wav
Neutral,data/Crema/1039_TAI_NEU_XX.wav
Sad,data/Crema/1039_TAI_SAD_XX.wav
Angry,data/Crema/1039_TIE_ANG_XX.wav
Disgust,data/Crema/1039_TIE_DIS_XX.wav
Fear,data/Crema/1039_TIE_FEA_XX.wav
Happy,data/Crema/1039_TIE_HAP_XX.wav
Neutral,data/Crema/1039_TIE_NEU_XX.wav
Sad,data/Crema/1039_TIE_SAD_XX.wav
Angry,data/Crema/1039_TSI_ANG_XX.wav
Disgust,data/Crema/1039_TSI_DIS_XX.wav
Fear,data/Crema/1039_TSI_FEA_XX.wav
Happy,data/Crema/1039_TSI_HAP_XX.wav
Neutral,data/Crema/1039_TSI_NEU_XX.wav
Sad,data/Crema/1039_TSI_SAD_XX.wav
Angry,data/Crema/1039_WSI_ANG_XX.wav
Disgust,data/Crema/1039_WSI_DIS_XX.wav
Fear,data/Crema/1039_WSI_FEA_XX.wav
Happy,data/Crema/1039_WSI_HAP_XX.wav
Neutral,data/Crema/1039_WSI_NEU_XX.wav
Sad,data/Crema/1039_WSI_SAD_XX.wav
Angry,data/Crema/1040_DFA_ANG_XX.wav
Disgust,data/Crema/1040_DFA_DIS_XX.wav
Fear,data/Crema/1040_DFA_FEA_XX.wav
Happy,data/Crema/1040_DFA_HAP_XX.wav
Neutral,data/Crema/1040_DFA_NEU_XX.wav
Sad,data/Crema/1040_DFA_SAD_XX.wav
Angry,data/Crema/1040_IEO_ANG_HI.wav
Angry,data/Crema/1040_IEO_ANG_LO.wav
Angry,data/Crema/1040_IEO_ANG_MD.wav
Disgust,data/Crema/1040_IEO_DIS_HI.wav
Disgust,data/Crema/1040_IEO_DIS_LO.wav
Disgust,data/Crema/1040_IEO_DIS_MD.wav
Fear,data/Crema/1040_IEO_FEA_HI.wav
Fear,data/Crema/1040_IEO_FEA_LO.wav
Fear,data/Crema/1040_IEO_FEA_MD.wav
Happy,data/Crema/1040_IEO_HAP_HI.wav
Happy,data/Crema/1040_IEO_HAP_LO.wav
Happy,data/Crema/1040_IEO_HAP_MD.wav
Neutral,data/Crema/1040_IEO_NEU_XX.wav
Sad,data/Crema/1040_IEO_SAD_HI.wav
Sad,data/Crema/1040_IEO_SAD_LO.wav
Sad,data/Crema/1040_IEO_SAD_MD.wav
Angry,data/Crema/1040_IOM_ANG_XX.wav
Disgust,data/Crema/1040_IOM_DIS_XX.wav
Fear,data/Crema/1040_IOM_FEA_XX.wav
Happy,data/Crema/1040_IOM_HAP_XX.wav
Neutral,data/Crema/1040_IOM_NEU_XX.wav
Sad,data/Crema/1040_IOM_SAD_XX.wav
Angry,data/Crema/1040_ITH_ANG_XX.wav
Disgust,data/Crema/1040_ITH_DIS_XX.wav
Fear,data/Crema/1040_ITH_FEA_XX.wav
Happy,data/Crema/1040_ITH_HAP_XX.wav
Neutral,data/Crema/1040_ITH_NEU_XX.wav
Sad,data/Crema/1040_ITH_SAD_X.wav
Angry,data/Crema/1040_ITS_ANG_XX.wav
Disgust,data/Crema/1040_ITS_DIS_XX.wav
Fear,data/Crema/1040_ITS_FEA_XX.wav
Happy,data/Crema/1040_ITS_HAP_XX.wav
Neutral,data/Crema/1040_ITS_NEU_XX.wav
Sad,data/Crema/1040_ITS_SAD_XX.wav
Angry,data/Crema/1040_IWL_ANG_XX.wav
Disgust,data/Crema/1040_IWL_DIS_XX.wav
Fear,data/Crema/1040_IWL_FEA_XX.wav
Happy,data/Crema/1040_IWL_HAP_XX.wav
Neutral,data/Crema/1040_IWL_NEU_XX.wav
Sad,data/Crema/1040_IWL_SAD_XX.wav
Angry,data/Crema/1040_IWW_ANG_XX.wav
Disgust,data/Crema/1040_IWW_DIS_XX.wav
Fear,data/Crema/1040_IWW_FEA_XX.wav
Happy,data/Crema/1040_IWW_HAP_XX.wav
Neutral,data/Crema/1040_IWW_NEU_XX.wav
Sad,data/Crema/1040_IWW_SAD_XX.wav
Angry,data/Crema/1040_MTI_ANG_XX.wav
Disgust,data/Crema/1040_MTI_DIS_XX.wav
Fear,data/Crema/1040_MTI_FEA_XX.wav
Happy,data/Crema/1040_MTI_HAP_XX.wav
Neutral,data/Crema/1040_MTI_NEU_XX.wav
Sad,data/Crema/1040_MTI_SAD_XX.wav
Angry,data/Crema/1040_TAI_ANG_XX.wav
Disgust,data/Crema/1040_TAI_DIS_XX.wav
Fear,data/Crema/1040_TAI_FEA_XX.wav
Happy,data/Crema/1040_TAI_HAP_XX.wav
Neutral,data/Crema/1040_TAI_NEU_XX.wav
Sad,data/Crema/1040_TAI_SAD_XX.wav
Angry,data/Crema/1040_TIE_ANG_XX.wav
Disgust,data/Crema/1040_TIE_DIS_XX.wav
Fear,data/Crema/1040_TIE_FEA_XX.wav
Happy,data/Crema/1040_TIE_HAP_XX.wav
Neutral,data/Crema/1040_TIE_NEU_XX.wav
Sad,data/Crema/1040_TIE_SAD_XX.wav
Angry,data/Crema/1040_TSI_ANG_XX.wav
Disgust,data/Crema/1040_TSI_DIS_XX.wav
Fear,data/Crema/1040_TSI_FEA_XX.wav
Happy,data/Crema/1040_TSI_HAP_XX.wav
Neutral,data/Crema/1040_TSI_NEU_XX.wav
Sad,data/Crema/1040_TSI_SAD_XX.wav
Angry,data/Crema/1040_WSI_ANG_XX.wav
Disgust,data/Crema/1040_WSI_DIS_XX.wav
Fear,data/Crema/1040_WSI_FEA_XX.wav
Happy,data/Crema/1040_WSI_HAP_XX.wav
Neutral,data/Crema/1040_WSI_NEU_XX.wav
Sad,data/Crema/1040_WSI_SAD_XX.wav
Angry,data/Crema/1041_DFA_ANG_XX.wav
Disgust,data/Crema/1041_DFA_DIS_XX.wav
Fear,data/Crema/1041_DFA_FEA_XX.wav
Happy,data/Crema/1041_DFA_HAP_XX.wav
Neutral,data/Crema/1041_DFA_NEU_XX.wav
Sad,data/Crema/1041_DFA_SAD_XX.wav
Angry,data/Crema/1041_IEO_ANG_HI.wav
Angry,data/Crema/1041_IEO_ANG_LO.wav
Angry,data/Crema/1041_IEO_ANG_MD.wav
Disgust,data/Crema/1041_IEO_DIS_HI.wav
Disgust,data/Crema/1041_IEO_DIS_LO.wav
Disgust,data/Crema/1041_IEO_DIS_MD.wav
Fear,data/Crema/1041_IEO_FEA_HI.wav
Fear,data/Crema/1041_IEO_FEA_LO.wav
Fear,data/Crema/1041_IEO_FEA_MD.wav
Happy,data/Crema/1041_IEO_HAP_HI.wav
Happy,data/Crema/1041_IEO_HAP_LO.wav
Happy,data/Crema/1041_IEO_HAP_MD.wav
Neutral,data/Crema/1041_IEO_NEU_XX.wav
Sad,data/Crema/1041_IEO_SAD_HI.wav
Sad,data/Crema/1041_IEO_SAD_LO.wav
Sad,data/Crema/1041_IEO_SAD_MD.wav
Angry,data/Crema/1041_IOM_ANG_XX.wav
Disgust,data/Crema/1041_IOM_DIS_XX.wav
Fear,data/Crema/1041_IOM_FEA_XX.wav
Happy,data/Crema/1041_IOM_HAP_XX.wav
Neutral,data/Crema/1041_IOM_NEU_XX.wav
Sad,data/Crema/1041_IOM_SAD_XX.wav
Angry,data/Crema/1041_ITH_ANG_XX.wav
Disgust,data/Crema/1041_ITH_DIS_XX.wav
Fear,data/Crema/1041_ITH_FEA_XX.wav
Happy,data/Crema/1041_ITH_HAP_XX.wav
Neutral,data/Crema/1041_ITH_NEU_XX.wav
Sad,data/Crema/1041_ITH_SAD_XX.wav
Angry,data/Crema/1041_ITS_ANG_XX.wav
Disgust,data/Crema/1041_ITS_DIS_XX.wav
Fear,data/Crema/1041_ITS_FEA_XX.wav
Happy,data/Crema/1041_ITS_HAP_XX.wav
Neutral,data/Crema/1041_ITS_NEU_XX.wav
Sad,data/Crema/1041_ITS_SAD_XX.wav
Angry,data/Crema/1041_IWL_ANG_XX.wav
Disgust,data/Crema/1041_IWL_DIS_XX.wav
Fear,data/Crema/1041_IWL_FEA_XX.wav
Happy,data/Crema/1041_IWL_HAP_XX.wav
Neutral,data/Crema/1041_IWL_NEU_XX.wav
Sad,data/Crema/1041_IWL_SAD_XX.wav
Angry,data/Crema/1041_IWW_ANG_XX.wav
Disgust,data/Crema/1041_IWW_DIS_XX.wav
Fear,data/Crema/1041_IWW_FEA_XX.wav
Happy,data/Crema/1041_IWW_HAP_XX.wav
Neutral,data/Crema/1041_IWW_NEU_XX.wav
Sad,data/Crema/1041_IWW_SAD_XX.wav
Angry,data/Crema/1041_MTI_ANG_XX.wav
Disgust,data/Crema/1041_MTI_DIS_XX.wav
Fear,data/Crema/1041_MTI_FEA_XX.wav
Happy,data/Crema/1041_MTI_HAP_XX.wav
Neutral,data/Crema/1041_MTI_NEU_XX.wav
Sad,data/Crema/1041_MTI_SAD_XX.wav
Angry,data/Crema/1041_TAI_ANG_XX.wav
Disgust,data/Crema/1041_TAI_DIS_XX.wav
Fear,data/Crema/1041_TAI_FEA_XX.wav
